1522420696 2018-03-30 14:38:16 515854 REMEDY     d3267a35a4d6b472be0e24be3062174656a6548cf9ff832cf32fbdd59d7ec551 144 5333
1522666468 2018-04-02 10:54:28 516267 REMEDY     ba36fae887b16e83ca482a3c3d3142be201eb257cfd22539434dc51de56d37cc 144 2
1525462084 2018-05-04 19:28:04 521220 REMEDY     6e8c50f17902f3f5ca8f96a69c81202a3d046c68770464f7d88debf96a5778d9 144 1
1525547600 2018-05-05 19:13:20 521359 REMEDY     f01d489fff74c7d2690831dbfd8d67ca349b59da3e730135505a775a408fced3 144 1
1525547600 2018-05-05 19:13:20 521359 REMEDY     7448d0d2e3b8858c4806a95ea06b1be849afd4d912373d536e032b1212cbdbf6 300 1
1525869833 2018-05-09 12:43:53 521907 REMEDY     e98b5f9277e3fd15046f12b401d03e79fccc6c4ffe18871e7d2575ddce731071 144 2
1527960989 2018-06-02 17:36:29 525644 REMEDY     174d0ede91378614137a65743ec6ced78bf6b5a7e287e0f39cb97cd550f7ef79 144 2
1528099784 2018-06-04 08:09:44 525900 REMEDY     8a36d4a9c67b2aef67df79e7a4527df49d852c300e506ab2d5f5560a47ab06b3 144 1
1528471953 2018-06-08 15:32:33 526596 REMEDY     8f492934c310896ea772e8062d96c61ea524853b92726d9e37aab31528198449 144 2
1528892891 2018-06-13 12:28:11 527276 REMEDY     0da5e5dba5e793d50820c2275dab74912b121c8b7e34ce32a9dbfd4567a9bf8e 144 2
1528893608 2018-06-13 12:40:08 527279 REMEDY     072fdaaa00bfaa9a9d8e074b04aa38f13fa4df983bd1b678a515d03203bfa3b1 144 3
1530375789 2018-06-30 16:23:09 529915 REMEDY     10abea46cca9638026d06ea6ca70f712707dd78e7fbcb348f4b06682546d1790 144 1
1530375789 2018-06-30 16:23:09 529915 REMEDY     b886f119826dbc4fcb12719e83403afde17071323e558dfb186562d82dff2841 144 1
1530393997 2018-06-30 21:26:37 529946 REMEDY     a3893f965c67860eef7f0fb3b4f0fe9de45b64e92fd7829af383b850083879ab 144 34
1530481908 2018-07-01 21:51:48 530095 REMEDY     f0a0819d060169701532a7e231598b33edfcf2f4360a0f53d0ddde4673f74772 144 1
1531759539 2018-07-16 16:45:39 532172 REMEDY     03cfab7b726281065bacdefd1d750be218e1601dd1819972b44ea332da1940c8 144 1
1532452751 2018-07-24 17:19:11 533474 REMEDY     d07edb16b230cc2bab88e9eceb17e97dac81394c2a27d26ee4e6628b7688faaf 144 1
1532452751 2018-07-24 17:19:11 533474 REMEDY     8a09de23d7a71c2e7a2d498e29c6e6d424ef559ac7819d42cbcd6d933bb8eadd 180 1
1532553422 2018-07-25 21:17:02 533659 REMEDY     2064ab03f52c34ddfe40d259d145d2632a4364bdaa47a1ec4b2f2552cbda7b22 144 1
1532553422 2018-07-25 21:17:02 533659 REMEDY     1132010de59cffa8e76951c60e3d86940830f7fbb1e53720a5a6512a817a8b9d 144 1
1532553422 2018-07-25 21:17:02 533659 REMEDY     b2eb71ed3b6ffcf6a4cdcdb6f2007641c41c15ab5c71e26e0ff5cd01bff6d4e6 144 1
1532583039 2018-07-26 05:30:39 533730 REMEDY     ce8e6376f3ab746ebf74475c560aa7e77e4468696d51e59014b6e0fc1821de33 144 1
1532583039 2018-07-26 05:30:39 533730 REMEDY     8bc1168e58126250b900c432d5b8552646f5427d120080c6ce96d9f1a7d2f176 144 1
1532583039 2018-07-26 05:30:39 533730 REMEDY     2a0f01f0fb34135e2b3e32d5b98c4b168cad9a0c4831a8edf53e80d9e1adaff3 144 1
1532583039 2018-07-26 05:30:39 533730 REMEDY     df2f58bb09f6c6a4390b12b52adcc2e93b99f1cc538bc03a2aeed341ac2b1950 144 1
1533846443 2018-08-09 20:27:23 535979 REMEDY     4107d6e2a48e8832b4439b4e768c3ca2bf2bf66e0eeb75b03121e692114303ee 300 1
1533851843 2018-08-09 21:57:23 535990 REMEDY     a07b7becacb7c7e1c122bfacd8156775a48b776e400cc9cbc0b5dc29ea4cc209 240 1
1533856649 2018-08-09 23:17:29 536001 REMEDY     708ab8ce6e875478e3212919601f0962e9ac4cb2b5374ebca803df563430b79c 144 1
1533856649 2018-08-09 23:17:29 536001 REMEDY     53018d4b1f117e7c48ea126e0240da5d12089872e9a036fae6433abf3b98d73b 180 1
1533953766 2018-08-11 02:16:06 536196 REMEDY     2c65f7bdf1f1818624a360a6b1297d69c04e06080d9cb12b712b883ef497c4d7 144 1
1534584001 2018-08-18 09:20:01 537322 REMEDY     be4d93fe36f890c82dd3445af804f9d41631119c375c751561f4bf1af5a003a4 192 2
1534806411 2018-08-20 23:06:51 537710 REMEDY     e7f8156dac3f07be052185cd92a30605fc927639cd80b31efb6cb7ad8c63c33b 144 1
1534806411 2018-08-20 23:06:51 537710 REMEDY     1cd937625313f05d8d7d170cc5d64a02494869c023a7bb11df3f60333cb4437a 180 1
1534806411 2018-08-20 23:06:51 537710 REMEDY     a2ed86c214913f276ef26cd809f8c154abb6d8588512f95008726102fa62b697 180 1
1535233054 2018-08-25 21:37:34 538442 REMEDY     69c97bb7345942b24ae5d45ed78d97a0744569bf9c7d20de460f2544da797390 144 1
1535424053 2018-08-28 02:40:53 538834 REMEDY     f13954569f176d8973a905ea48caedf0faef6ff83910549b6fc089dca66a0630 144 2834
1536149912 2018-09-05 12:18:32 540047 REMEDY     57f6ef141d8e3fa18fe1d36ff19dbcfef47d5e0580239a26e2f7023f9cba54d8 144 1
1536382418 2018-09-08 04:53:38 540451 REMEDY     9fb1c6d3f689748939d59c72f686a944dcb095595c04ddce7803575d45055ffd 144 0
1536705099 2018-09-11 22:31:39 540988 REMEDY     c9c2357eefb1d43a44d3a24806478d66defb98a54699a52e836bc54cc2139199 144 5805
1536711696 2018-09-12 00:21:36 541007 REMEDY     d1dbd27ed5e948a363edfa3a26088b15711f85d5aaabf7a226140415a6a90afb 144 1
1537315879 2018-09-19 00:11:19 542009 REMEDY     b126634d68dc165a5d02fd5b81239ea9f71cd0afb9b34111029b728e022398c9 144 0
1537315879 2018-09-19 00:11:19 542009 REMEDY     37ca7c0bf5adf673e75287f568a23d7b0a6dbfa613e14cb08ee955f78ef161e6 144 0
1537315992 2018-09-19 00:13:12 542010 REMEDY     2acdc76a6ce216f167f2b6be6809163567b14955c3f4bc904634999db0c27bb0 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     ddc3f9452f515ac71783ed827f29bc2402b52d9240d4df18824ae81a5f03c766 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     fff10806b78b5a8cb9fb18a050a01e3a30328ec20f94de434d42b7ce5b66662e 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     fd191eaa95e8df9907494021d162271badc77fa06e860ef332885f49ffb2f11b 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     877255a172b6beb309495ad1853a7da7274d4f9c8b15f191b7da6c514f230065 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     d5470ee214f2b2cbca6eae8f2dcc4d98a7241a609f06e8f1b40da1c3722861bd 600 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     99976c74f74c64f3fbc6beee0950d0c7b5e1e1208803a1ae8ffed7dbdb3b6625 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     a1d74954d82a06189650259d7af10ccd8fafcbaaf62f997dfde797109c12b240 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     45c7e4fac0702881e61287ac5ef1329cb5edd65690af73186f0a487459009349 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     830b4bf7f08b76a1aa5cbe6ae96721ee63df5da7b2b1ee4b4fdfdcdbc5630a54 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     1df39ec198386d87fb9c24e120b3690470a74c4e0c443307dfa2b6eb271c6357 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     487be50fcb788f91ff3ed829fc465e7ea9614314c15d72efef3d004ad0eb9467 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     1e286d7f1bcbd5ffeab6825f010a7eda7c301ddeab0dbf4bc3e22c1ba3c9ad71 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     5bc322292109f5c7fe2792192447f6a7bd1743d148c50107f544035069375b73 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     e749d03afa0a0efc8bee75afb2e44acdd2b37758c9a4c8b0cc182e60e6685374 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     ad4ca659fbcebe0fabe7a2d67d3d7bbe2646d2521b7beae53a29993a86028d7d 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     388560cb712c8c0093a77cbaecc87277cc24c532a133ec6e246a78725c661f83 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     7018c6d5f2ef9d3e80dcf03f085ee7f57fada423fa027a5d15fe38a54726188b 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     dff25b1b29cec6a98f0c9e59446bf6b1efa2890599c198832e97c30d99625c97 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     db12e8b96b1eaf31df0393d114fecb39b4042eb7860c83c62521a1b54a829cdb 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     2e23a3c10d3ab71c1b164283ae488e62cc3b0c89f09d708bea06e6eafedb0ee6 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     b00223e6cd77c35feda5b29686d6ca5143add200632058d7ff622a2517ab57f7 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     e40123604db079bee0cc0009e06ff8563b5ccc091783375f55fe7269f20e3341 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     bf0a10b8d2f09cda2a5a5906cbee09b1a5a3bd470ae8c02f7c9aa4e474c08244 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     c15bbadbbc7b1e40c9fceb6f16726f20c40dc82297a1d5f16fbd69f0a1a49852 179 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     a088b65a4620a72b010108132c227f2d467b82c3d1fbfb23de9f15448649ad55 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     0579874d9d38b314de85940a867cd03b7fec087a7b9e6b3ef7785eb8d1f67782 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     f4343d6b67fe2a68cd677111b75aff6e6c4601b47a5b0470adc3a8d5d5627b83 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     c1ba7ec937570ff5373827929a84efed56ea4b184418921ec5ccc0ffc1ade193 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     73dc48c7be398f6e6dbc6c2323af702f3d4ecd9bc701dc6e17ad37e56aa19eac 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     5ae8f0ad12166714a0f532f1bfe164ffcbb4e4c8c737bfe7d9491b0535617ccb 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     98609095170cc0691487549fa42a13a2f2147d94aee7f25290eac384d305edcc 179 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     dcb2500f40b6aec48f2337aa2adfa1c60e4c5ba3746a3162a22b2dab58fc4ee8 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     fddca829f2b53a0bd75a401a87b71dca459bd960e8e37bc2ef1c62d4436be303 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     af40327286bbf08d050d2600c680e15006c571f0df1fc9fe9ae5fea17708c3b0 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     285960108e85d32bcb47f109650e713052f8167a37398ab8a9da5434b6b02e1d 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     624f4ed65ea7d1afa0378613bac7e3bbf53e8f294e1c08238c20e4e5f660a129 144 1
1537316586 2018-09-19 00:23:06 542011 REMEDY     c10f6f5d70e609d436e507c133aec523a3b7191765bf5dc365344a85f7ebf626 180 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     8eaf46229c93a8bb71fc1c55d623cdba17934b1b7017507acb0d4e0361be3a41 144 1
1537316586 2018-09-19 00:23:06 542011 REMEDY     98dc5e9b89a5bbd0b6e9043d821631426f4512c12f792c2d7d1e0e0f7999265f 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     faddef4dbb6eb0db2bb0895e6df279047a21e7b1c5c51c8551b21a43360eeb60 144 1
1537316586 2018-09-19 00:23:06 542011 REMEDY     7283d85b6cb966457622c0332eeac1fd1914be3bc86eb5bf0c483447815483a4 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     1cb5e43b8dafcb38b2804d8c48a12173666bbbddbb429c606dd09a7225760275 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     2bc56c62d839c6d504059c41f8d63433616aebfdafbb48d2970f85f89eaca08b 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     29b12506715316653d5d600eb1eb2feee09007dd5283a2b6d9ebbeb7800770b9 144 1
1537315992 2018-09-19 00:13:12 542010 REMEDY     e69391d078a54c2ff3121703d306e4f69a902a67923b6ce27b9fc4baec8b95ef 1008 1
1537316586 2018-09-19 00:23:06 542011 REMEDY     0b10b26b567b9fc4899a53177ec5f2794ff8c23250e2a20cc59a411e714d5c24 144 1
1537334710 2018-09-19 05:25:10 542046 REMEDY     08b0ddf3442a57591c169a1e7f98d466cd1bceb1f29f49168b422b2a1e33d7ff 144 37
1537358267 2018-09-19 11:57:47 542082 REMEDY     280bf1a42231643955f9f9c0f00abd12f3c0b6c2496536d83608a704828610e5 144 73
1537484688 2018-09-20 23:04:48 542312 REMEDY     efa208856f8528affba14a78adaa0354959360fa3c10d6698025918c4d8377f6 180 303
1537647482 2018-09-22 20:18:02 542597 REMEDY     cd78f1afcd94086fc40a25d9aa8fd0f5f9aef2c3242fc4f1134ad7290255a538 144 588
1537647841 2018-09-22 20:24:01 542598 REMEDY     b0a188d9630df1cf44ef3b49174316c6632414ce6f637868340280c2b7011788 144 589
1537752958 2018-09-24 01:35:58 542770 REMEDY     35a4358166cc456ee13676ad1f9c34a6d5e5c44888d850f5d13c32fbf799d4c9 180 761
1537906566 2018-09-25 20:16:06 543051 REMEDY     a3986cb4859f7a7c6fe9721029c63539e086b3701c19613511d3dd09014a2e43 144 1042
1538047190 2018-09-27 11:19:50 543283 REMEDY     e9419ea5c3dfb864acdb6928c76964d8a2a91eb116a8ffafeac67ce67dd5a1a3 144 1
1538410557 2018-10-01 16:15:57 543937 REMEDY     8af2f5736cfecc13fe0fc9516496725be5c7b5a1a833c56a1ccf24b23f5564b7 144 1928
1539155558 2018-10-10 07:12:38 545131 REMEDY     76a1800b39b960836281b6408a1d5b7593cb323961eabfd4f190dbb080ec851e 144 1
1540232314 2018-10-22 18:18:34 546892 REMEDY     0d646ff0ad55bc38a76c18babaff138f9fa1a28d2c26cf8554b412bba5b4460b 144 1
1540264497 2018-10-23 03:14:57 546959 REMEDY     0b0ac8d8c39a7790c10b996d13147258e58baaf5c7fabe4c090c74a458a21d28 144 1
1540838649 2018-10-29 18:44:09 547863 REMEDY     5bd68e8d57cb9e4cf37bdf38fbbe7647b41170ea91a49fbc6f8ba8f6e9e3dec3 144 1
1541965396 2018-11-11 19:43:16 549698 REMEDY     e08163fbbc56444a5ef37a326bced2a0202d37913fde9d782486e4783f9945ac 144 1
1543566326 2018-11-30 08:25:26 552017 REMEDY     f1c2bd9f156dde8471185f857b7069d6518008da47fb9b76b9c537b17eb41b42 144 0
1544147764 2018-12-07 01:56:04 552846 REMEDY     589b8110c10edb951f0cc18c4bac603d2651cfa61423b2974e5caef0944974ce 144 10837
1545833661 2018-12-26 14:14:21 555576 REMEDY     2bb3afccca9309ebb4a92844a004a08fc90d55d89807281af9626e9455b71e71 144 1
1545834829 2018-12-26 14:33:49 555578 REMEDY     7b189d25a22fb2cc6160e773c58a9e829633bad84024a6ad5e9ec22088eea601 144 1
1546314901 2019-01-01 03:55:01 556480 REMEDY     ad0cdf2b9430ed55742ec35b6bcd3c30de365aff15684a0be77f0c4c4835f23f 144 1
1546314901 2019-01-01 03:55:01 556480 REMEDY     814735061d02819acd49932a8dd89d6887ee30226486b9ee3f59e16dbb532f57 144 1
1546646288 2019-01-04 23:58:08 557062 REMEDY     c1c6facea7cbf7f4459edb324aa0336fdf28d65aeaabb4f012309ec38fef7d59 153 1
1546888597 2019-01-07 19:16:37 557486 REMEDY     5576a868a0d66d52c4b0eea46a2120dc36e3e1cf8a06cb28422b05cf6690f9d1 720 2
1547067080 2019-01-09 20:51:20 557816 REMEDY     392633b90d42f30788c777a5b3fe0e3b828b47599e5728fd20e4627dbba1e1c5 144 1
1547068042 2019-01-09 21:07:22 557819 REMEDY     864aba51d8d7fdaaf74dc06d0b05d7e5126ff52d2b88d6f803131a5c24a2d22f 144 1
1547068042 2019-01-09 21:07:22 557819 REMEDY     9d29460675c7fe41e466f0596e89d804ed9c42311f59f88e78967937e7bf109f 144 1
1547128519 2019-01-10 13:55:19 557931 REMEDY     e7163282335e460c27dc8da3db52c87ed4849aeb49349fe37a5bb9fcf373989e 144 3
1547287719 2019-01-12 10:08:39 558209 REMEDY     481e7fa250afe82b2d9734cb4d2fc18275779fb077c9c24f8a9cb5e4fa8a466e 144 1
1547676734 2019-01-16 22:12:14 558822 REMEDY     1e459bac08648a698db0f2c47cc86a0857fbdf8104f54224080516fe97a5d4eb 1440 0
1547940502 2019-01-19 23:28:22 559227 REMEDY     db7a517646b668e4303caf1567e061460ec538f232dd387da04cd9d5769376e2 1440 0
1548051475 2019-01-21 06:17:55 559422 REMEDY     c760ddfaf0d08af5e5b56b8a4aa9a36becacd7e76b0e335f9011909ee19aa925 144 1
1548051475 2019-01-21 06:17:55 559422 REMEDY     bef3e9415f83d2d24836688e3762db449a70174d661a72c35d0d9736f6869900 144 1
1548052866 2019-01-21 06:41:06 559423 REMEDY     e71c8faec15f23e5e43ab22950071e4ca1532ee3c39790d41bdb0bece8f999df 144 1
1548174064 2019-01-22 16:21:04 559621 REMEDY     f7cfb45a905a614837750cc04aa25c35e967db1dbac81c9fe22bcb701de4e455 144 199
1548192055 2019-01-22 21:20:55 559652 REMEDY     9cfd57f44a1c576044b77848d9de7aebb55eb1e481a3da8ed6b68e90b103309a 144 231
1548233845 2019-01-23 08:57:25 559736 REMEDY     f0de4bf794d4b402fe0f90d412b6603fec9f041c3034435cc9fb76806c50a69d 1440 0
1548543909 2019-01-26 23:05:09 560250 REMEDY     c33b33d26a1191b168d268a3fe98092231f845fdb750fe077380ddf7e2606dd0 1440 0
1549061545 2019-02-01 22:52:25 561133 REMEDY     84a7a27e247a3e8b2f9b9d5e4e6f3c1167e5617cfec7dd1ab79c62d5cc1c71d2 144 1
1549115566 2019-02-02 13:52:46 561221 REMEDY     abca04d3528a032b1c69d0fdc8ee48686d54318c2fafc53128c41b468c216b66 144 102
1549336970 2019-02-05 03:22:50 561591 REMEDY     e6fcb6465c5afbbe931a62b44d05f3df587bc584411985a193c69fad2960352b 144 1
1549356529 2019-02-05 08:48:49 561625 REMEDY     a9fed54a9c0974b256a5526e04c18e8ccf0e49940f68518edc04e32cc942b5a6 144 1
1549430322 2019-02-06 05:18:42 561756 REMEDY     c39b4c54acb379f20d58c6ac39b4203d53b5eb3303e4b32c8bb8cced10cd7458 144 2
1549552613 2019-02-07 15:16:53 561991 REMEDY     74011ad5ac6c87a308e61c53b95d413498e03c6d9883fa98a5547798996305ac 1081 1
1549556759 2019-02-07 16:25:59 561999 REMEDY     d2aed2ba23c3567fbab2f07804a056cac3a5f6dbe29ca77f6fc7c3e8b40ab0b8 841 1
1549556902 2019-02-07 16:28:22 562000 REMEDY     bbfbed1c63d82aef9fc3df393d00bd7c9fed0b73b751de115c68be1f1663256e 144 30
1549562720 2019-02-07 18:05:20 562010 REMEDY     2157f9b287837cc9c3322591712162694d046e86ddeb6811f94c6086812ce107 144 1
1549568324 2019-02-07 19:38:44 562026 REMEDY     eb0172b52591acd17f4e09b9fccced830b668eb1009410b8bc53e793c3a0c0aa 1081 1
1549569831 2019-02-07 20:03:51 562031 REMEDY     8659175fd1744c79073e87606a01361a9062f020e8f64203c5c3816b02a51594 144 2610
1549752914 2019-02-09 22:55:14 562361 REMEDY     03c06d4f3c45233dea05c935f7562339d9341b54e0a690e3389e594b8e634b1d 180 1
1549752914 2019-02-09 22:55:14 562361 REMEDY     3d42809f8f9ca7dede6ff61c7a2afc5449945ecd3f133dd526caca1a9b980686 300 1
1549752914 2019-02-09 22:55:14 562361 REMEDY     5f376ac23a7f808db82de98cd74a39f1124671938064d7b46cd62fa1bf0915c4 300 1
1549752914 2019-02-09 22:55:14 562361 REMEDY     c7badeaee15d85481a90869f59d255c2c4a37b4038751049ba5e523e0a4990d9 144 1
1549817412 2019-02-10 16:50:12 562462 REMEDY     4a349fdfdd69ebcae9839f5f484bb4e89f2f971de689abb8092dfc2417638078 144 1
1549891958 2019-02-11 13:32:38 562597 REMEDY     d5cd336af7e1039387357611a5a5558e050998b7bee203cdfa91005e7b1442ee 144 1
1549941164 2019-02-12 03:12:44 562672 REMEDY     5311003d92fb0383ed4c3aec299a6c76a869e11d58a187716cfbcc1b4681df3b 144 1
1549941164 2019-02-12 03:12:44 562672 REMEDY     1a3bc91aed4905f6121ab3e5db0e8ab5dce133289ff0665c17eccc0712fa70bf 144 1
1550079802 2019-02-13 17:43:22 562884 REMEDY     f414bb06875a4e27aa1ace6cad8e90e9fc20b1d34ed7e1433fc68b79ab142be7 144 4
1550257976 2019-02-15 19:12:56 563173 REMEDY     4fb882caf522f0f1a09a733e22dafbbaafe673eef3a255944182385a1283ef4f 180 1
1550440741 2019-02-17 21:59:01 563499 REMEDY     676fc0ebbc11bdbde6c9275bf689a1c25e61f3b3bf420093e64590efd96c3ed3 144 21490
